id,name,description,price,product_type,quantity
375,Brightening Facial Cleanser,Organic cotton socks,3.78,moisturizer,6
376,Luminous Glow Serum,Bluetooth wireless earbuds,88.06,eyeliner,5
377,Luminous Glow Serum,Bluetooth wireless earbuds,96.35,moisturizer,9
378,Hydrating Lip Balm,Bluetooth wireless earbuds,85.03,shampoo,7
379,Revitalizing Hair Mask,Bluetooth wireless earbuds,62.25,shampoo,11
380,Luminous Glow Serum,Vintage leather messenger bag,46.1,shampoo,2
381,Youthful Essence Eye Cream,Glass water pitcher with lid,32.61,lipstick,7
382,Radiant Skin Cream,Vintage leather messenger bag,42.88,shampoo,1
383,Hydrating Lip Balm,Organic cotton socks,73.57,perfume,9
384,Hydrating Lip Balm,Handcrafted wooden picture frame,67.42,lipstick,6
385,Nourishing Scalp Treatment,Soft cotton t-shirt,10.22,moisturizer,11
386,Revitalizing Hair Mask,Glass water pitcher with lid,91.07,shampoo,3
387,Brightening Facial Cleanser,Vintage leather messenger bag,28.62,moisturizer,8
388,Soothing Body Lotion,Stainless steel water bottle,29.65,lipstick,7
389,Glowing Beauty Elixir,Organic cotton socks,8.66,moisturizer,10
390,Hydrating Lip Balm,Glass water pitcher with lid,76.71,shampoo,2
391,Soothing Body Lotion,Vintage leather messenger bag,14.66,perfume,12
392,Brightening Facial Cleanser,Natural soy wax candle,34.89,lipstick,3
393,Glowing Beauty Elixir,Soft cotton t-shirt,51.91,perfume,9
394,Brightening Facial Cleanser,Natural soy wax candle,54.28,perfume,7
395,Radiant Skin Cream,Bluetooth wireless earbuds,21.48,perfume,1
396,Silky Smooth Shampoo,Vintage leather messenger bag,26.38,perfume,11
397,Glowing Beauty Elixir,Glass water pitcher with lid,14.37,perfume,1
398,Brightening Facial Cleanser,Natural soy wax candle,58.42,shampoo,4
399,Radiant Skin Cream,Silk scarf with floral print,43.3,perfume,12
400,Youthful Essence Eye Cream,Bluetooth wireless earbuds,22.98,perfume,6
401,Youthful Essence Eye Cream,Stainless steel water bottle,97.98,perfume,9
402,Luminous Glow Serum,Handcrafted wooden picture frame,20.37,perfume,2
403,Hydrating Lip Balm,Leather wallet with RFID protection,99.66,eyeliner,9
404,Revitalizing Hair Mask,Silk scarf with floral print,20.44,eyeliner,7
405,Brightening Facial Cleanser,Leather wallet with RFID protection,32.6,lipstick,6
406,Silky Smooth Shampoo,Bluetooth wireless earbuds,83.85,perfume,6
407,Luminous Glow Serum,Bluetooth wireless earbuds,95.81,shampoo,2
408,Silky Smooth Shampoo,Bluetooth wireless earbuds,14.0,shampoo,6
409,Luminous Glow Serum,Natural soy wax candle,51.27,perfume,12
410,Silky Smooth Shampoo,Vintage leather messenger bag,6.55,lipstick,11
411,Glowing Beauty Elixir,Handcrafted wooden picture frame,40.48,lipstick,8
412,Hydrating Lip Balm,Handcrafted wooden picture frame,86.31,moisturizer,11
413,Hydrating Lip Balm,Leather wallet with RFID protection,49.67,perfume,11
414,Luminous Glow Serum,Organic cotton socks,11.75,moisturizer,7
415,Silky Smooth Shampoo,Stainless steel water bottle,79.78,eyeliner,2
416,Luminous Glow Serum,Vintage leather messenger bag,90.56,lipstick,7
417,Youthful Essence Eye Cream,Natural soy wax candle,47.86,shampoo,6
418,Youthful Essence Eye Cream,Glass water pitcher with lid,89.46,perfume,12
419,Revitalizing Hair Mask,Natural soy wax candle,76.38,shampoo,12
420,Nourishing Scalp Treatment,Handcrafted wooden picture frame,54.08,lipstick,6
421,Luminous Glow Serum,Silk scarf with floral print,5.21,eyeliner,10
422,Silky Smooth Shampoo,Bluetooth wireless earbuds,20.47,lipstick,9
423,Youthful Essence Eye Cream,Handcrafted wooden picture frame,59.86,shampoo,7
424,Youthful Essence Eye Cream,Glass water pitcher with lid,69.1,perfume,12
425,Silky Smooth Shampoo,Glass water pitcher with lid,73.15,eyeliner,11
426,Radiant Skin Cream,Handcrafted wooden picture frame,39.5,moisturizer,6
427,Luminous Glow Serum,Bluetooth wireless earbuds,76.87,eyeliner,10
428,Brightening Facial Cleanser,Glass water pitcher with lid,73.73,perfume,10
429,Glowing Beauty Elixir,Vintage leather messenger bag,33.51,perfume,12
430,Brightening Facial Cleanser,Handcrafted wooden picture frame,99.24,lipstick,2
431,Soothing Body Lotion,Natural soy wax candle,42.32,moisturizer,9
432,Youthful Essence Eye Cream,Glass water pitcher with lid,81.96,moisturizer,3
433,Revitalizing Hair Mask,Handcrafted wooden picture frame,19.63,shampoo,11
434,Youthful Essence Eye Cream,Leather wallet with RFID protection,98.59,shampoo,1
435,Revitalizing Hair Mask,Bluetooth wireless earbuds,12.43,eyeliner,1
436,Luminous Glow Serum,Bluetooth wireless earbuds,77.8,perfume,8
437,Hydrating Lip Balm,Bluetooth wireless earbuds,81.83,eyeliner,7
438,Youthful Essence Eye Cream,Vintage leather messenger bag,80.2,perfume,7
439,Silky Smooth Shampoo,Glass water pitcher with lid,33.92,shampoo,8
440,Nourishing Scalp Treatment,Organic cotton socks,41.76,lipstick,11
441,Brightening Facial Cleanser,Soft cotton t-shirt,63.05,shampoo,2
442,Youthful Essence Eye Cream,Organic cotton socks,20.5,shampoo,3
443,Silky Smooth Shampoo,Silk scarf with floral print,39.88,shampoo,10
444,Youthful Essence Eye Cream,Glass water pitcher with lid,55.68,shampoo,9
445,Nourishing Scalp Treatment,Bluetooth wireless earbuds,23.32,moisturizer,10
446,Brightening Facial Cleanser,Soft cotton t-shirt,52.8,perfume,11
447,Soothing Body Lotion,Glass water pitcher with lid,43.32,eyeliner,11
448,Youthful Essence Eye Cream,Glass water pitcher with lid,17.8,eyeliner,3
449,Nourishing Scalp Treatment,Bluetooth wireless earbuds,48.84,lipstick,11
450,Nourishing Scalp Treatment,Soft cotton t-shirt,6.24,perfume,9
451,Glowing Beauty Elixir,Handcrafted wooden picture frame,95.42,perfume,7
452,Youthful Essence Eye Cream,Soft cotton t-shirt,82.0,shampoo,7
453,Nourishing Scalp Treatment,Leather wallet with RFID protection,96.8,eyeliner,4
454,Brightening Facial Cleanser,Stainless steel water bottle,42.51,lipstick,4
455,Hydrating Lip Balm,Silk scarf with floral print,77.92,perfume,5
456,Soothing Body Lotion,Vintage leather messenger bag,72.4,eyeliner,12
457,Soothing Body Lotion,Vintage leather messenger bag,63.1,shampoo,4
458,Luminous Glow Serum,Silk scarf with floral print,75.8,moisturizer,12
459,Soothing Body Lotion,Vintage leather messenger bag,84.99,perfume,1
460,Glowing Beauty Elixir,Natural soy wax candle,82.74,shampoo,8
461,Soothing Body Lotion,Silk scarf with floral print,3.89,moisturizer,5
462,Hydrating Lip Balm,Bluetooth wireless earbuds,89.36,perfume,5
463,Nourishing Scalp Treatment,Glass water pitcher with lid,69.06,perfume,12
464,Glowing Beauty Elixir,Bluetooth wireless earbuds,23.56,eyeliner,2
465,Brightening Facial Cleanser,Glass water pitcher with lid,73.95,lipstick,8
466,Luminous Glow Serum,Organic cotton socks,69.61,shampoo,10
467,Hydrating Lip Balm,Soft cotton t-shirt,88.38,lipstick,7
468,Radiant Skin Cream,Bluetooth wireless earbuds,6.67,eyeliner,6
469,Nourishing Scalp Treatment,Handcrafted wooden picture frame,36.86,eyeliner,9
470,Silky Smooth Shampoo,Stainless steel water bottle,64.24,shampoo,8
471,Youthful Essence Eye Cream,Soft cotton t-shirt,43.13,eyeliner,11
472,Glowing Beauty Elixir,Leather wallet with RFID protection,44.06,eyeliner,5
473,Soothing Body Lotion,Bluetooth wireless earbuds,28.2,eyeliner,7
474,Hydrating Lip Balm,Organic cotton socks,0.02,perfume,2
475,Hydrating Lip Balm,Natural soy wax candle,48.48,perfume,1
476,Luminous Glow Serum,Glass water pitcher with lid,15.87,eyeliner,6
477,Silky Smooth Shampoo,Vintage leather messenger bag,84.9,shampoo,8
478,Silky Smooth Shampoo,Leather wallet with RFID protection,89.82,perfume,11
479,Nourishing Scalp Treatment,Silk scarf with floral print,40.22,eyeliner,5
480,Nourishing Scalp Treatment,Handcrafted wooden picture frame,50.39,shampoo,6
481,Glowing Beauty Elixir,Leather wallet with RFID protection,12.57,eyeliner,11
482,Revitalizing Hair Mask,Organic cotton socks,6.84,shampoo,11
483,Hydrating Lip Balm,Glass water pitcher with lid,0.9,eyeliner,4
484,Brightening Facial Cleanser,Glass water pitcher with lid,95.18,eyeliner,5
485,Soothing Body Lotion,Vintage leather messenger bag,26.73,eyeliner,11
486,Brightening Facial Cleanser,Organic cotton socks,15.68,perfume,5
487,Silky Smooth Shampoo,Silk scarf with floral print,48.18,lipstick,7
488,Youthful Essence Eye Cream,Bluetooth wireless earbuds,23.76,moisturizer,11
489,Silky Smooth Shampoo,Leather wallet with RFID protection,73.84,lipstick,2
490,Radiant Skin Cream,Vintage leather messenger bag,80.1,moisturizer,9
491,Hydrating Lip Balm,Handcrafted wooden picture frame,95.2,shampoo,7
492,Silky Smooth Shampoo,Glass water pitcher with lid,30.62,lipstick,3
493,Luminous Glow Serum,Leather wallet with RFID protection,74.37,shampoo,7
494,Revitalizing Hair Mask,Soft cotton t-shirt,92.83,eyeliner,6
495,Nourishing Scalp Treatment,Vintage leather messenger bag,57.71,perfume,10
496,Silky Smooth Shampoo,Bluetooth wireless earbuds,17.33,moisturizer,6
497,Radiant Skin Cream,Stainless steel water bottle,12.75,shampoo,9
498,Radiant Skin Cream,Vintage leather messenger bag,71.23,lipstick,9
499,Radiant Skin Cream,Organic cotton socks,24.4,moisturizer,6
500,Brightening Facial Cleanser,Silk scarf with floral print,56.47,lipstick,3
501,Soothing Body Lotion,Glass water pitcher with lid,53.32,eyeliner,2
502,Nourishing Scalp Treatment,Natural soy wax candle,1.12,lipstick,8
503,Revitalizing Hair Mask,Leather wallet with RFID protection,57.13,moisturizer,3
504,Nourishing Scalp Treatment,Vintage leather messenger bag,49.9,perfume,9
505,Radiant Skin Cream,Stainless steel water bottle,72.96,shampoo,3
506,Radiant Skin Cream,Silk scarf with floral print,11.17,moisturizer,5
507,Soothing Body Lotion,Glass water pitcher with lid,0.55,moisturizer,10
508,Glowing Beauty Elixir,Silk scarf with floral print,33.91,eyeliner,3
509,Luminous Glow Serum,Leather wallet with RFID protection,24.94,shampoo,1
510,Nourishing Scalp Treatment,Glass water pitcher with lid,27.16,eyeliner,10
511,Radiant Skin Cream,Natural soy wax candle,0.74,eyeliner,7
512,Soothing Body Lotion,Silk scarf with floral print,67.23,lipstick,11
513,Luminous Glow Serum,Silk scarf with floral print,23.5,lipstick,10
514,Soothing Body Lotion,Handcrafted wooden picture frame,73.84,perfume,8
515,Glowing Beauty Elixir,Bluetooth wireless earbuds,19.81,moisturizer,12
516,Luminous Glow Serum,Organic cotton socks,5.1,eyeliner,2
517,Revitalizing Hair Mask,Vintage leather messenger bag,59.78,perfume,12
518,Nourishing Scalp Treatment,Soft cotton t-shirt,61.79,shampoo,10
519,Silky Smooth Shampoo,Handcrafted wooden picture frame,54.0,eyeliner,5
520,Luminous Glow Serum,Handcrafted wooden picture frame,22.78,shampoo,11
521,Revitalizing Hair Mask,Bluetooth wireless earbuds,74.99,lipstick,4
522,Silky Smooth Shampoo,Soft cotton t-shirt,30.57,eyeliner,9
523,Hydrating Lip Balm,Leather wallet with RFID protection,69.42,moisturizer,11
524,Youthful Essence Eye Cream,Soft cotton t-shirt,39.03,shampoo,7
525,Nourishing Scalp Treatment,Organic cotton socks,35.7,perfume,2
526,Soothing Body Lotion,Bluetooth wireless earbuds,36.63,shampoo,5
527,Nourishing Scalp Treatment,Leather wallet with RFID protection,19.88,lipstick,8
528,Revitalizing Hair Mask,Glass water pitcher with lid,87.68,eyeliner,5
529,Youthful Essence Eye Cream,Vintage leather messenger bag,89.55,shampoo,2
530,Brightening Facial Cleanser,Stainless steel water bottle,49.24,perfume,2
531,Brightening Facial Cleanser,Glass water pitcher with lid,13.36,shampoo,5
532,Hydrating Lip Balm,Handcrafted wooden picture frame,30.64,lipstick,9
533,Radiant Skin Cream,Natural soy wax candle,8.67,lipstick,2
534,Revitalizing Hair Mask,Leather wallet with RFID protection,81.8,eyeliner,1
535,Nourishing Scalp Treatment,Organic cotton socks,1.56,perfume,7
536,Luminous Glow Serum,Handcrafted wooden picture frame,38.79,perfume,6
537,Glowing Beauty Elixir,Natural soy wax candle,57.27,eyeliner,12
538,Hydrating Lip Balm,Vintage leather messenger bag,62.64,moisturizer,12
539,Revitalizing Hair Mask,Leather wallet with RFID protection,49.45,shampoo,12
540,Radiant Skin Cream,Bluetooth wireless earbuds,3.81,shampoo,4
541,Radiant Skin Cream,Glass water pitcher with lid,59.53,perfume,8
542,Silky Smooth Shampoo,Organic cotton socks,75.42,shampoo,7
543,Youthful Essence Eye Cream,Stainless steel water bottle,45.21,lipstick,10
544,Silky Smooth Shampoo,Soft cotton t-shirt,34.06,eyeliner,8
545,Nourishing Scalp Treatment,Natural soy wax candle,12.44,eyeliner,8
546,Brightening Facial Cleanser,Soft cotton t-shirt,96.97,perfume,6
547,Glowing Beauty Elixir,Handcrafted wooden picture frame,21.98,shampoo,12
548,Nourishing Scalp Treatment,Handcrafted wooden picture frame,67.61,perfume,6
549,Silky Smooth Shampoo,Organic cotton socks,38.85,perfume,12
550,Youthful Essence Eye Cream,Organic cotton socks,36.3,moisturizer,4
551,Youthful Essence Eye Cream,Handcrafted wooden picture frame,63.61,lipstick,4
552,Soothing Body Lotion,Soft cotton t-shirt,5.82,perfume,3
553,Hydrating Lip Balm,Stainless steel water bottle,78.46,shampoo,8
554,Soothing Body Lotion,Leather wallet with RFID protection,43.49,moisturizer,2
555,Radiant Skin Cream,Bluetooth wireless earbuds,8.85,moisturizer,2
556,Nourishing Scalp Treatment,Soft cotton t-shirt,5.87,lipstick,12
557,Silky Smooth Shampoo,Organic cotton socks,93.25,eyeliner,2
558,Youthful Essence Eye Cream,Natural soy wax candle,88.97,moisturizer,3
559,Luminous Glow Serum,Soft cotton t-shirt,57.59,shampoo,7
560,Glowing Beauty Elixir,Natural soy wax candle,95.35,lipstick,7
561,Brightening Facial Cleanser,Vintage leather messenger bag,64.3,moisturizer,1
562,Luminous Glow Serum,Vintage leather messenger bag,52.59,moisturizer,6
563,Hydrating Lip Balm,Stainless steel water bottle,63.62,perfume,10
564,Radiant Skin Cream,Natural soy wax candle,40.66,moisturizer,11
565,Brightening Facial Cleanser,Stainless steel water bottle,53.09,shampoo,10
566,Glowing Beauty Elixir,Silk scarf with floral print,97.36,shampoo,2
567,Glowing Beauty Elixir,Bluetooth wireless earbuds,45.97,shampoo,8
568,Nourishing Scalp Treatment,Glass water pitcher with lid,20.56,shampoo,8
569,Hydrating Lip Balm,Silk scarf with floral print,98.52,eyeliner,1
570,Youthful Essence Eye Cream,Bluetooth wireless earbuds,46.77,lipstick,8
571,Hydrating Lip Balm,Handcrafted wooden picture frame,47.08,perfume,6
572,Glowing Beauty Elixir,Stainless steel water bottle,56.35,perfume,8
573,Radiant Skin Cream,Vintage leather messenger bag,10.12,shampoo,7
574,Radiant Skin Cream,Bluetooth wireless earbuds,60.11,perfume,9
575,Hydrating Lip Balm,Leather wallet with RFID protection,29.36,lipstick,11
576,Nourishing Scalp Treatment,Leather wallet with RFID protection,67.21,perfume,8
577,Luminous Glow Serum,Silk scarf with floral print,71.33,moisturizer,3
578,Youthful Essence Eye Cream,Handcrafted wooden picture frame,71.48,moisturizer,4
579,Brightening Facial Cleanser,Bluetooth wireless earbuds,69.17,moisturizer,5
580,Silky Smooth Shampoo,Organic cotton socks,84.86,lipstick,10
581,Nourishing Scalp Treatment,Natural soy wax candle,41.22,shampoo,10
582,Youthful Essence Eye Cream,Soft cotton t-shirt,32.11,shampoo,12
583,Glowing Beauty Elixir,Organic cotton socks,9.07,lipstick,2
584,Luminous Glow Serum,Bluetooth wireless earbuds,58.5,perfume,7
585,Silky Smooth Shampoo,Stainless steel water bottle,56.62,lipstick,10
586,Silky Smooth Shampoo,Stainless steel water bottle,68.16,eyeliner,9
587,Silky Smooth Shampoo,Natural soy wax candle,27.71,perfume,10
588,Youthful Essence Eye Cream,Bluetooth wireless earbuds,49.49,lipstick,11
589,Soothing Body Lotion,Silk scarf with floral print,33.48,moisturizer,12
590,Silky Smooth Shampoo,Vintage leather messenger bag,74.11,shampoo,2
591,Revitalizing Hair Mask,Glass water pitcher with lid,81.94,eyeliner,1
592,Glowing Beauty Elixir,Silk scarf with floral print,69.35,perfume,1
593,Youthful Essence Eye Cream,Natural soy wax candle,71.06,lipstick,12
594,Radiant Skin Cream,Silk scarf with floral print,17.73,moisturizer,7
595,Youthful Essence Eye Cream,Leather wallet with RFID protection,29.77,moisturizer,7
596,Soothing Body Lotion,Stainless steel water bottle,82.76,lipstick,5
597,Silky Smooth Shampoo,Leather wallet with RFID protection,94.22,shampoo,8
598,Hydrating Lip Balm,Natural soy wax candle,43.72,lipstick,11
599,Youthful Essence Eye Cream,Stainless steel water bottle,0.35,moisturizer,4
600,Glowing Beauty Elixir,Glass water pitcher with lid,59.54,moisturizer,11
601,Revitalizing Hair Mask,Vintage leather messenger bag,72.03,lipstick,12
602,Soothing Body Lotion,Leather wallet with RFID protection,65.85,eyeliner,6
603,Soothing Body Lotion,Bluetooth wireless earbuds,82.15,perfume,9
604,Nourishing Scalp Treatment,Bluetooth wireless earbuds,90.66,moisturizer,6
605,Glowing Beauty Elixir,Leather wallet with RFID protection,3.02,lipstick,7
606,Brightening Facial Cleanser,Handcrafted wooden picture frame,48.07,lipstick,4
607,Nourishing Scalp Treatment,Glass water pitcher with lid,43.04,perfume,11
608,Youthful Essence Eye Cream,Leather wallet with RFID protection,73.6,lipstick,3
609,Silky Smooth Shampoo,Natural soy wax candle,93.86,eyeliner,8
610,Nourishing Scalp Treatment,Soft cotton t-shirt,42.87,lipstick,4
611,Hydrating Lip Balm,Soft cotton t-shirt,12.9,shampoo,10
612,Glowing Beauty Elixir,Vintage leather messenger bag,61.5,shampoo,1
613,Radiant Skin Cream,Organic cotton socks,51.12,moisturizer,5
614,Glowing Beauty Elixir,Silk scarf with floral print,1.23,perfume,9
615,Hydrating Lip Balm,Natural soy wax candle,95.95,perfume,12
616,Silky Smooth Shampoo,Glass water pitcher with lid,81.98,perfume,6
617,Nourishing Scalp Treatment,Organic cotton socks,93.38,shampoo,8
618,Radiant Skin Cream,Stainless steel water bottle,27.93,lipstick,3
619,Luminous Glow Serum,Soft cotton t-shirt,17.9,lipstick,1
620,Hydrating Lip Balm,Stainless steel water bottle,32.32,eyeliner,1
621,Soothing Body Lotion,Bluetooth wireless earbuds,73.36,eyeliner,10
622,Luminous Glow Serum,Stainless steel water bottle,97.57,perfume,9
623,Soothing Body Lotion,Leather wallet with RFID protection,70.0,moisturizer,12
624,Hydrating Lip Balm,Handcrafted wooden picture frame,15.96,eyeliner,7
625,Hydrating Lip Balm,Handcrafted wooden picture frame,54.45,moisturizer,11
626,Luminous Glow Serum,Handcrafted wooden picture frame,22.57,moisturizer,4
627,Youthful Essence Eye Cream,Organic cotton socks,88.61,shampoo,3
628,Silky Smooth Shampoo,Soft cotton t-shirt,75.9,moisturizer,9
629,Soothing Body Lotion,Stainless steel water bottle,79.45,eyeliner,2
630,Glowing Beauty Elixir,Soft cotton t-shirt,29.38,lipstick,8
631,Glowing Beauty Elixir,Organic cotton socks,21.44,perfume,2
632,Revitalizing Hair Mask,Organic cotton socks,59.3,eyeliner,2
633,Nourishing Scalp Treatment,Natural soy wax candle,65.01,moisturizer,11
634,Radiant Skin Cream,Vintage leather messenger bag,10.51,perfume,1
635,Nourishing Scalp Treatment,Natural soy wax candle,26.72,lipstick,6
636,Brightening Facial Cleanser,Soft cotton t-shirt,3.93,lipstick,2
637,Hydrating Lip Balm,Soft cotton t-shirt,4.62,moisturizer,7
638,Revitalizing Hair Mask,Soft cotton t-shirt,11.03,perfume,1
639,Glowing Beauty Elixir,Glass water pitcher with lid,19.83,eyeliner,7
640,Luminous Glow Serum,Glass water pitcher with lid,48.64,eyeliner,9
641,Nourishing Scalp Treatment,Vintage leather messenger bag,58.22,perfume,5
642,Silky Smooth Shampoo,Natural soy wax candle,69.42,moisturizer,2
643,Glowing Beauty Elixir,Vintage leather messenger bag,95.73,eyeliner,2
644,Luminous Glow Serum,Handcrafted wooden picture frame,89.22,perfume,5
645,Brightening Facial Cleanser,Handcrafted wooden picture frame,7.36,moisturizer,11
646,Radiant Skin Cream,Bluetooth wireless earbuds,38.39,shampoo,2
647,Nourishing Scalp Treatment,Organic cotton socks,75.04,eyeliner,6
648,Nourishing Scalp Treatment,Handcrafted wooden picture frame,17.61,shampoo,2
649,Glowing Beauty Elixir,Natural soy wax candle,64.63,moisturizer,7
650,Silky Smooth Shampoo,Stainless steel water bottle,6.96,lipstick,2
651,Brightening Facial Cleanser,Soft cotton t-shirt,80.47,shampoo,3
652,Revitalizing Hair Mask,Handcrafted wooden picture frame,43.36,perfume,2
653,Radiant Skin Cream,Glass water pitcher with lid,65.65,lipstick,5
654,Hydrating Lip Balm,Glass water pitcher with lid,49.25,shampoo,5
655,Silky Smooth Shampoo,Natural soy wax candle,71.94,perfume,10
656,Radiant Skin Cream,Stainless steel water bottle,85.21,eyeliner,10
657,Luminous Glow Serum,Leather wallet with RFID protection,6.51,eyeliner,1
658,Brightening Facial Cleanser,Stainless steel water bottle,13.26,perfume,7
659,Silky Smooth Shampoo,Handcrafted wooden picture frame,39.37,shampoo,11
660,Silky Smooth Shampoo,Glass water pitcher with lid,59.09,eyeliner,7
661,Nourishing Scalp Treatment,Handcrafted wooden picture frame,6.94,perfume,11
662,Brightening Facial Cleanser,Handcrafted wooden picture frame,49.14,eyeliner,12
663,Nourishing Scalp Treatment,Handcrafted wooden picture frame,19.94,lipstick,4
664,Glowing Beauty Elixir,Leather wallet with RFID protection,38.78,perfume,2
665,Luminous Glow Serum,Vintage leather messenger bag,11.15,moisturizer,11
666,Hydrating Lip Balm,Silk scarf with floral print,42.32,moisturizer,6
667,Glowing Beauty Elixir,Leather wallet with RFID protection,86.74,eyeliner,5
668,Radiant Skin Cream,Handcrafted wooden picture frame,87.54,lipstick,3
669,Revitalizing Hair Mask,Leather wallet with RFID protection,90.65,eyeliner,7
670,Silky Smooth Shampoo,Silk scarf with floral print,15.61,lipstick,5
671,Hydrating Lip Balm,Stainless steel water bottle,60.41,shampoo,10
672,Nourishing Scalp Treatment,Handcrafted wooden picture frame,91.42,shampoo,4
673,Silky Smooth Shampoo,Natural soy wax candle,91.94,lipstick,11
674,Hydrating Lip Balm,Natural soy wax candle,30.65,moisturizer,2
675,Silky Smooth Shampoo,Soft cotton t-shirt,7.03,shampoo,10
676,Brightening Facial Cleanser,Leather wallet with RFID protection,14.04,eyeliner,1
677,Hydrating Lip Balm,Glass water pitcher with lid,17.16,eyeliner,2
678,Luminous Glow Serum,Handcrafted wooden picture frame,86.49,shampoo,8
679,Soothing Body Lotion,Leather wallet with RFID protection,32.12,moisturizer,2
680,Soothing Body Lotion,Soft cotton t-shirt,92.03,moisturizer,9
681,Radiant Skin Cream,Vintage leather messenger bag,29.3,eyeliner,11
682,Hydrating Lip Balm,Organic cotton socks,46.09,shampoo,9
683,Hydrating Lip Balm,Bluetooth wireless earbuds,99.26,moisturizer,8
684,Glowing Beauty Elixir,Natural soy wax candle,20.55,perfume,8
685,Silky Smooth Shampoo,Stainless steel water bottle,73.12,perfume,1
686,Luminous Glow Serum,Organic cotton socks,62.9,perfume,3
687,Revitalizing Hair Mask,Leather wallet with RFID protection,43.36,eyeliner,1
688,Youthful Essence Eye Cream,Vintage leather messenger bag,48.04,moisturizer,3
689,Hydrating Lip Balm,Bluetooth wireless earbuds,75.14,lipstick,7
690,Soothing Body Lotion,Organic cotton socks,4.63,eyeliner,4
691,Soothing Body Lotion,Glass water pitcher with lid,54.52,perfume,2
692,Luminous Glow Serum,Natural soy wax candle,51.96,lipstick,7
693,Brightening Facial Cleanser,Vintage leather messenger bag,36.91,eyeliner,10
694,Hydrating Lip Balm,Bluetooth wireless earbuds,78.51,lipstick,9
695,Soothing Body Lotion,Vintage leather messenger bag,56.91,moisturizer,4
696,Luminous Glow Serum,Handcrafted wooden picture frame,21.49,perfume,1
697,Nourishing Scalp Treatment,Silk scarf with floral print,67.4,moisturizer,3
698,Revitalizing Hair Mask,Bluetooth wireless earbuds,27.2,moisturizer,11
699,Nourishing Scalp Treatment,Natural soy wax candle,60.83,lipstick,8
700,Soothing Body Lotion,Leather wallet with RFID protection,20.78,moisturizer,9
701,Youthful Essence Eye Cream,Leather wallet with RFID protection,76.99,perfume,3
702,Radiant Skin Cream,Organic cotton socks,56.64,eyeliner,10
703,Soothing Body Lotion,Vintage leather messenger bag,37.76,shampoo,10
704,Radiant Skin Cream,Natural soy wax candle,34.45,lipstick,3
705,Soothing Body Lotion,Soft cotton t-shirt,78.88,eyeliner,8
706,Revitalizing Hair Mask,Stainless steel water bottle,40.07,moisturizer,7
707,Nourishing Scalp Treatment,Handcrafted wooden picture frame,42.73,lipstick,6
708,Nourishing Scalp Treatment,Bluetooth wireless earbuds,91.39,shampoo,1
709,Nourishing Scalp Treatment,Organic cotton socks,87.71,moisturizer,7
710,Hydrating Lip Balm,Bluetooth wireless earbuds,93.76,shampoo,9
711,Revitalizing Hair Mask,Soft cotton t-shirt,70.7,shampoo,8
712,Brightening Facial Cleanser,Glass water pitcher with lid,17.54,moisturizer,8
713,Luminous Glow Serum,Handcrafted wooden picture frame,47.51,moisturizer,8
714,Silky Smooth Shampoo,Bluetooth wireless earbuds,58.69,lipstick,8
715,Nourishing Scalp Treatment,Natural soy wax candle,72.88,moisturizer,10
716,Revitalizing Hair Mask,Handcrafted wooden picture frame,52.14,eyeliner,6
717,Silky Smooth Shampoo,Silk scarf with floral print,90.69,eyeliner,4
718,Silky Smooth Shampoo,Silk scarf with floral print,11.27,shampoo,9
719,Silky Smooth Shampoo,Vintage leather messenger bag,31.86,perfume,6
720,Radiant Skin Cream,Leather wallet with RFID protection,33.71,shampoo,8
721,Nourishing Scalp Treatment,Stainless steel water bottle,62.4,lipstick,12
722,Silky Smooth Shampoo,Organic cotton socks,91.9,moisturizer,4
723,Radiant Skin Cream,Stainless steel water bottle,75.73,moisturizer,6
724,Silky Smooth Shampoo,Natural soy wax candle,3.06,moisturizer,1
725,Nourishing Scalp Treatment,Vintage leather messenger bag,48.19,eyeliner,9
726,Silky Smooth Shampoo,Natural soy wax candle,65.22,moisturizer,9
727,Soothing Body Lotion,Bluetooth wireless earbuds,33.96,eyeliner,5
728,Youthful Essence Eye Cream,Natural soy wax candle,0.41,lipstick,12
729,Revitalizing Hair Mask,Organic cotton socks,0.35,perfume,4
730,Nourishing Scalp Treatment,Vintage leather messenger bag,24.49,shampoo,6
731,Soothing Body Lotion,Soft cotton t-shirt,62.55,eyeliner,6
732,Nourishing Scalp Treatment,Stainless steel water bottle,26.94,shampoo,8
733,Soothing Body Lotion,Natural soy wax candle,54.94,perfume,2
734,Nourishing Scalp Treatment,Soft cotton t-shirt,77.41,eyeliner,9
735,Revitalizing Hair Mask,Organic cotton socks,50.78,eyeliner,4
736,Brightening Facial Cleanser,Silk scarf with floral print,59.13,eyeliner,5
737,Radiant Skin Cream,Glass water pitcher with lid,30.27,lipstick,5
738,Revitalizing Hair Mask,Organic cotton socks,93.6,perfume,10
739,Youthful Essence Eye Cream,Handcrafted wooden picture frame,99.98,lipstick,2
740,Glowing Beauty Elixir,Soft cotton t-shirt,31.23,lipstick,6
741,Radiant Skin Cream,Vintage leather messenger bag,25.51,shampoo,3
742,Luminous Glow Serum,Handcrafted wooden picture frame,33.61,eyeliner,11
743,Radiant Skin Cream,Handcrafted wooden picture frame,77.09,shampoo,7
744,Brightening Facial Cleanser,Vintage leather messenger bag,11.46,lipstick,10
745,Brightening Facial Cleanser,Vintage leather messenger bag,49.06,perfume,2
